Unnamed: 0,HLM002,HLM004,HLM007,HLM009,HLM010,HLM013,HLM014,HLM016,HLM017,HLM018,HLM025,HLM035,HLM036,HLM042,HLM044,HLM044.1,HLM048,HLM049,HLM051,HLM052,HLM057,HLM059,HLM062,HLM062.1,HLM063,HLM065,HLM067,HLM068,HLM069,HLM072,HLM073,HLM074,HLM074.1,HLM075,HLM076,HLM078,HLM080,HLM081,HLM082,HLM083,HLM085,HLM086,HLM087,HLM090,HLM096,HLM097,HLM097.1,HLM100,HLM109,HLM110,HLM112,HLM114,HLM116,HLM118,HLM119,HLM120,HLM122,HLM123,HLM124,HLM127,HLM130,HLM132,HLM135,HLM136,HLM137,HLM138,HLM140,HLM141,HLM142,HLM143,HLM144,HLM145,HLM146,HLM147,HLM148,HLM152,HLM155,HLM157,HLM161,HLM162,HLM163,HLM165,HLM166,HLM171,HLM172,HLM173,HLM174,HLM175,HLM176,HLM178,HLM179,HLM180,HLM183,HLM184,HLM184.1,HLM186,HLM187,HLM188,HLM189,HLM190
ENSG00000157911,31,24,103,0,0,0,2,13,3,8,2,2,0,0,5,2,4,36,2,4,30,9,0,41,14,0,6,1,3,0,45,34,0,11,5,8,0,0,42,0,0,15,19,20,25,0,22,0,63,5,50,0,52,1,3,0,0,8,13,32,8,25,31,5,18,41,58,10,0,0,0,0,0,11,24,20,28,0,7,0,14,32,0,20,0,36,0,66,2,8,0,0,3,12,22,22,0,14,0,0
ENSG00000157911,36,19,0,2,0,0,2,0,7,0,0,21,46,0,6,5,0,0,0,2,0,13,3,9,0,13,7,42,15,0,0,0,13,52,0,0,16,8,1,18,18,0,2,43,69,9,9,8,37,0,0,48,0,0,3,45,36,4,38,10,29,7,16,0,0,8,37,0,16,0,9,0,23,0,16,14,0,46,2,0,0,0,10,39,5,77,12,59,21,7,12,18,38,49,45,16,0,23,0,0
ENSG00000279928,0,66,0,0,44,26,0,11,0,25,2,59,31,0,0,0,17,0,0,6,58,0,14,0,17,2,4,15,3,17,9,110,62,14,1,11,0,13,0,7,3,19,3,15,5,12,5,7,0,0,0,0,21,13,0,0,47,0,9,0,57,9,24,13,69,66,63,4,21,36,5,7,33,8,0,0,12,55,18,40,18,0,24,53,2,0,6,21,0,0,20,17,45,16,0,5,13,4,0,35
ENSG00000142611,0,0,0,21,54,13,0,1,5,0,10,15,14,0,0,5,1,25,3,0,4,0,0,26,26,6,0,7,12,2,0,47,0,0,16,0,4,0,37,30,0,6,19,7,27,14,0,0,21,1,23,26,40,23,0,12,32,0,52,10,0,1,0,0,30,0,45,0,0,36,0,0,16,3,71,0,57,84,22,103,7,27,0,8,0,20,7,62,10,0,4,43,80,40,37,32,6,21,4,0
ENSG00000157911,0,78,0,6,0,4,0,25,8,19,8,71,2,0,2,0,11,36,4,0,38,19,0,15,0,3,1,31,1,9,0,55,0,46,10,0,6,0,2,42,4,0,8,0,0,27,0,0,0,0,8,53,13,15,3,68,8,5,13,7,0,0,8,10,0,84,30,33,9,35,2,16,0,0,0,8,0,37,0,35,0,27,6,23,0,13,0,0,13,4,10,21,0,28,13,18,8,10,0,0
ENSG00000157911,51,16,109,20,32,11,0,6,0,122,0,65,44,8,3,0,0,25,0,1,20,10,0,40,0,12,10,33,0,0,9,0,21,22,14,0,4,42,29,35,5,0,0,7,17,59,15,0,94,0,30,67,16,4,3,91,0,0,0,0,13,7,37,0,19,66,2,40,42,8,0,0,0,0,31,0,29,35,0,0,19,52,0,45,14,0,5,0,0,0,14,51,123,86,21,4,23,16,39,5
ENSG00000142611,6,24,0,0,75,20,1,7,0,89,0,90,0,42,0,5,0,31,3,0,43,0,17,27,27,10,18,19,6,7,0,109,53,37,3,13,10,76,34,21,28,0,0,24,53,16,7,6,8,7,27,8,10,13,0,88,3,4,27,22,64,30,37,14,17,15,0,52,48,0,5,0,0,5,0,0,93,2,6,0,14,36,0,0,14,36,2,10,7,7,0,41,29,117,0,37,7,27,19,0
ENSG00000279928,0,0,133,0,0,45,0,14,0,0,0,7,88,0,0,0,36,0,1,5,49,0,0,8,0,0,8,0,2,15,22,0,82,28,9,3,5,0,42,24,2,5,42,1,24,0,1,0,0,0,0,36,40,13,0,0,0,0,0,13,0,11,0,0,0,60,0,18,29,0,7,0,8,2,104,6,30,135,0,19,0,25,14,0,16,8,10,56,0,3,8,14,96,194,14,41,38,30,21,57
ENSG00000284616,1,10,136,1,45,20,3,0,5,0,1,87,105,0,7,0,9,12,0,3,36,0,1,20,0,0,8,36,0,16,79,109,33,0,8,10,0,0,55,12,5,8,1,20,50,1,18,0,45,2,15,68,38,7,0,0,61,0,0,0,21,18,5,15,71,62,0,51,64,0,11,3,0,8,20,11,33,49,12,0,6,5,0,0,3,35,1,76,3,11,0,0,0,0,16,22,0,19,0,38
ENSG00000157911,2,30,0,6,0,0,1,2,13,243,0,103,0,0,0,7,26,55,3,0,47,0,14,0,44,0,3,49,13,17,41,32,3,32,8,3,7,0,36,0,7,4,0,14,16,14,0,10,45,0,0,57,0,0,0,103,47,0,30,1,11,11,4,7,0,12,71,11,27,0,0,3,38,0,32,12,45,69,5,0,6,30,58,15,0,32,2,36,18,7,0,16,26,28,47,12,2,22,6,0
ENSG00000228037,23,9,10,15,3,0,0,0,0,89,4,0,11,25,2,5,0,10,0,3,41,26,5,39,0,6,2,16,1,7,34,87,0,0,0,10,20,3,16,0,2,4,34,7,55,53,11,0,9,1,0,22,0,0,0,45,0,0,0,0,65,0,9,32,0,0,16,0,13,1,7,30,0,0,18,0,6,31,5,40,4,17,44,20,0,0,1,8,6,18,11,29,104,0,0,40,4,20,20,7
ENSG00000142611,51,0,152,22,76,9,0,16,18,13,0,0,0,21,0,0,14,27,2,7,4,15,2,0,6,13,0,53,0,11,11,69,0,0,1,0,0,40,66,34,8,5,42,4,0,35,10,4,0,0,27,0,24,0,0,109,1,5,16,0,22,26,0,1,16,106,81,0,2,6,9,1,26,0,26,20,81,0,6,137,0,12,0,0,0,24,3,0,1,13,0,25,0,0,8,9,22,20,0,33
ENSG00000142611,6,29,18,4,5,21,0,0,1,101,3,36,22,15,0,0,0,2,4,3,13,4,1,14,0,8,7,12,12,0,34,105,47,35,0,8,0,0,46,20,5,7,8,26,0,5,0,0,78,0,36,6,0,3,1,0,0,0,0,32,12,15,0,35,34,85,0,37,14,14,4,15,0,15,107,29,36,0,4,0,0,33,0,0,8,0,0,0,26,15,18,30,17,96,22,13,60,3,13,0
ENSG00000228037,0,21,114,5,10,0,0,1,12,34,6,0,48,0,0,0,0,43,2,2,0,14,16,0,0,7,0,0,13,8,0,140,0,0,3,4,0,21,6,22,0,10,4,18,57,24,10,0,0,1,0,0,34,4,0,14,0,2,0,0,24,2,3,4,10,15,38,45,21,0,0,0,0,2,28,0,93,29,0,98,2,29,33,36,0,0,0,0,21,0,11,43,0,21,41,0,0,13,0,3
ENSG00000228037,0,53,19,8,0,24,0,12,0,47,0,51,0,30,1,6,1,19,0,5,3,8,12,5,24,0,23,37,4,0,1,0,37,2,1,11,2,67,12,41,2,7,21,1,0,0,7,1,48,0,8,0,20,3,1,70,54,1,17,15,4,0,4,22,32,1,12,1,20,28,0,12,56,4,24,0,19,81,8,32,0,16,36,0,0,25,18,49,0,14,11,19,96,74,0,25,29,10,15,29
ENSG00000228037,19,0,101,11,51,3,0,0,0,29,4,107,0,0,9,0,0,8,4,0,20,0,0,41,0,3,3,29,0,0,0,61,16,0,0,9,0,18,0,0,6,15,0,5,62,11,2,7,0,0,0,19,0,0,0,91,4,1,4,18,80,10,6,9,0,0,0,0,3,6,3,16,17,5,0,9,30,48,1,0,5,8,58,23,0,2,4,18,11,10,0,13,44,76,45,4,0,0,30,11
ENSG00000142611,69,7,0,0,9,0,1,0,2,0,0,113,0,8,3,4,0,43,3,0,0,5,6,1,26,2,8,15,0,2,10,0,56,41,3,0,3,0,39,10,0,20,13,58,31,0,0,21,0,2,11,0,50,5,0,64,17,2,46,10,0,8,12,0,39,96,22,80,7,37,12,0,0,20,40,0,0,12,0,23,0,0,21,22,0,6,8,0,0,5,4,39,28,23,0,49,61,0,12,0
ENSG00000142611,64,20,0,2,5,1,0,0,12,0,2,0,11,15,0,0,1,0,5,1,22,5,0,17,0,7,0,10,4,1,47,0,17,27,18,0,0,0,21,39,9,15,0,16,0,1,0,0,10,4,15,0,38,2,2,0,0,3,2,0,0,24,1,0,46,0,0,13,26,22,6,0,40,0,25,10,97,42,12,154,0,4,22,20,0,24,5,73,15,1,5,10,0,33,20,0,136,14,23,28
ENSG00000157911,0,41,0,0,24,67,1,7,0,96,0,0,123,0,4,1,0,27,0,0,66,0,17,20,10,0,12,10,9,6,0,28,46,21,17,14,0,51,13,4,0,9,1,10,53,0,5,0,45,6,57,62,0,6,0,26,23,0,30,1,0,0,5,8,3,79,0,29,12,29,6,24,0,13,8,6,71,46,0,43,12,0,0,47,17,24,1,0,29,0,0,37,93,41,22,20,80,26,24,0
ENSG00000157911,13,1,0,9,45,13,2,0,5,93,0,73,44,0,12,3,7,26,0,3,68,5,0,13,9,1,0,0,1,0,32,0,50,22,2,0,7,0,0,21,4,0,21,0,8,16,22,0,85,5,5,19,6,0,0,72,4,3,28,9,0,5,4,21,0,42,0,80,21,4,3,21,27,13,6,0,0,59,0,0,12,81,0,2,23,19,29,90,4,0,3,25,0,118,8,12,41,0,6,0
ENSG00000142611,0,0,85,16,0,11,0,0,0,96,0,0,118,0,14,2,0,0,0,0,0,3,0,0,18,2,8,43,0,0,23,48,1,16,0,6,3,0,19,31,0,2,16,0,98,0,5,18,7,4,0,68,0,7,0,71,41,0,61,0,0,22,16,10,63,61,64,0,0,43,3,20,0,12,18,4,26,42,10,0,6,37,20,31,4,0,12,63,5,0,5,0,64,51,11,11,0,17,0,12
ENSG00000279928,38,0,67,4,19,23,0,10,11,136,0,63,170,0,7,0,1,24,0,0,0,2,4,0,40,0,1,0,0,0,35,82,45,10,0,4,11,3,0,19,11,7,7,11,0,0,0,5,0,0,0,37,0,0,0,22,0,3,21,0,0,22,28,2,36,28,52,9,7,35,5,6,33,13,101,8,0,81,9,51,14,7,0,0,7,27,16,47,28,0,16,38,36,92,8,1,84,0,29,0
ENSG00000142611,6,34,62,8,22,19,1,17,1,45,0,109,10,0,6,0,14,0,1,1,0,7,0,6,19,5,6,0,8,10,74,110,0,0,7,7,7,38,26,13,8,23,19,32,80,41,0,3,52,2,0,0,29,8,0,87,0,3,0,0,0,0,16,15,27,0,0,51,0,29,8,0,49,2,0,6,53,58,13,0,3,29,0,0,3,0,7,0,0,9,5,21,105,89,0,22,25,27,12,2
ENSG00000157911,50,10,0,2,26,0,0,11,10,75,4,0,59,28,12,3,9,30,1,4,7,0,0,17,0,14,15,0,0,3,14,0,33,3,0,0,11,0,0,34,15,5,5,20,0,0,0,6,59,0,19,72,11,6,0,17,0,0,53,27,0,8,16,17,61,51,0,0,16,50,4,3,13,0,0,11,53,28,0,0,14,0,46,21,14,45,3,89,27,4,0,0,0,42,24,11,0,20,17,7
ENSG00000142611,25,0,0,5,82,54,0,0,0,0,1,0,0,0,0,1,37,0,0,0,58,0,13,0,40,0,0,0,0,4,0,63,23,0,8,4,5,50,15,25,21,0,8,0,33,25,9,4,6,0,32,0,0,13,3,76,0,0,24,11,0,17,0,0,86,8,63,41,20,0,0,14,0,11,0,0,124,53,0,0,0,13,24,0,12,1,0,39,7,0,17,5,24,0,0,17,40,28,6,33
ENSG00000157911,6,41,244,17,60,10,0,0,9,0,0,22,100,28,6,4,0,75,2,1,25,0,6,12,18,0,1,32,5,0,0,29,51,67,0,0,12,0,32,20,0,0,0,25,0,7,0,2,116,2,19,0,0,13,5,53,17,0,0,2,28,3,0,0,43,26,28,49,31,0,0,0,0,0,0,0,36,10,0,47,6,3,32,6,6,15,9,10,13,4,9,49,30,14,15,9,41,0,0,0
ENSG00000279928,0,48,0,20,2,28,0,7,0,85,2,0,151,40,8,0,3,0,1,0,42,0,0,17,28,8,0,21,0,9,7,124,37,29,7,8,4,73,36,0,2,14,17,0,65,24,0,0,138,0,0,21,24,0,0,75,36,0,0,7,38,0,0,5,0,2,0,36,25,0,0,12,49,0,22,3,12,30,10,0,10,2,0,22,16,0,9,70,0,6,6,70,237,153,0,0,23,31,0,36
ENSG00000228037,66,20,0,0,32,37,3,12,13,67,4,74,0,39,0,4,0,0,4,3,12,27,3,0,4,1,0,0,5,7,0,59,35,0,10,7,0,56,0,69,24,1,18,0,63,3,7,5,75,2,11,0,0,18,0,76,0,0,0,0,42,8,44,0,19,0,86,0,0,20,1,6,10,6,0,0,15,36,0,49,14,0,0,21,5,0,5,35,4,8,9,0,125,39,37,40,19,27,8,7
ENSG00000284616,0,0,116,6,29,12,0,8,0,227,8,33,0,6,8,5,0,18,0,0,8,1,0,27,21,0,0,0,0,11,0,36,0,0,9,24,2,58,41,4,3,11,0,19,0,0,1,9,17,0,8,0,0,9,7,16,14,0,33,7,10,4,20,0,26,65,16,0,4,44,0,8,0,8,0,19,0,0,21,0,0,0,0,6,6,2,14,0,32,10,6,65,48,1,9,0,0,10,35,35
ENSG00000228037,6,22,0,4,0,30,0,0,1,96,1,102,113,4,4,4,17,6,1,0,23,0,3,0,0,0,5,30,0,9,1,33,1,32,4,4,0,0,48,12,29,3,3,25,18,38,18,0,0,5,3,47,58,9,4,20,10,2,0,20,12,0,21,31,17,24,1,42,20,4,0,14,19,0,0,11,13,0,23,79,10,7,66,33,4,19,1,0,13,0,3,20,0,95,5,17,54,2,0,1
ENSG00000279928,9,7,103,5,0,5,1,15,8,54,7,17,0,0,9,0,25,56,4,1,45,15,1,3,0,0,0,30,0,0,0,14,34,42,6,0,5,21,53,11,15,7,5,10,72,10,6,2,0,2,61,7,0,0,0,66,36,0,65,18,0,3,0,2,0,61,61,12,47,32,0,11,0,13,76,44,66,60,1,0,4,0,16,17,1,33,0,0,5,4,14,1,0,0,0,0,0,0,0,55
ENSG00000142611,0,19,0,0,0,0,0,3,0,0,0,0,48,35,1,0,6,0,0,1,31,15,0,21,6,1,3,43,11,14,0,65,45,24,13,2,3,0,53,20,0,7,0,14,28,20,0,0,49,3,11,23,1,0,4,0,19,1,0,0,0,17,0,38,0,137,0,81,4,15,5,0,2,0,0,0,0,0,23,81,0,0,5,0,1,6,9,48,0,8,3,0,0,50,40,8,38,7,0,13
ENSG00000142611,33,5,82,12,19,41,1,10,3,0,0,1,87,8,20,0,6,0,0,4,15,1,7,0,0,9,0,29,0,7,15,91,26,0,7,4,16,0,18,0,0,12,9,17,81,12,18,10,93,3,0,0,9,21,3,78,17,3,44,0,0,7,16,21,32,73,25,36,0,15,7,5,0,7,20,0,0,92,9,30,12,50,27,10,3,0,20,0,5,0,12,2,73,19,0,0,1,0,31,47
ENSG00000142611,0,12,0,9,9,0,1,0,5,0,0,68,74,1,12,3,0,46,1,0,15,12,8,6,0,3,14,0,0,5,0,0,0,0,0,16,3,48,23,41,7,7,0,32,0,0,20,0,0,2,3,0,0,0,9,49,19,2,31,8,27,21,22,21,0,70,0,58,8,0,2,7,92,15,0,23,0,0,1,12,4,4,0,0,13,0,6,62,21,0,0,27,195,17,10,30,83,13,13,47
ENSG00000157911,1,0,109,0,2,0,0,1,15,110,0,0,137,13,0,8,0,52,4,0,0,0,8,0,0,10,5,13,0,5,4,87,0,41,4,3,30,33,40,24,15,0,8,0,81,12,9,0,0,0,33,0,0,7,1,0,24,2,39,0,77,1,0,0,21,79,17,43,0,25,0,15,0,4,24,2,0,0,7,27,8,0,0,18,20,22,12,38,38,3,13,10,44,0,16,50,54,7,5,48
ENSG00000157911,27,3,0,9,11,0,0,21,14,0,6,49,39,39,0,5,9,51,3,1,0,19,0,0,23,0,0,3,0,19,3,22,25,3,4,6,6,10,50,0,0,9,19,5,72,16,0,6,22,0,8,0,0,12,4,86,16,3,48,0,6,27,32,12,11,0,32,40,0,0,11,8,16,7,11,33,85,41,4,0,8,43,1,0,4,0,12,0,32,10,0,29,97,13,4,0,0,14,0,0
ENSG00000157911,23,27,82,15,14,13,2,3,0,0,0,0,131,40,13,3,0,0,1,0,5,9,6,0,24,0,0,0,3,15,29,68,0,31,0,7,0,0,0,0,10,5,0,5,38,17,0,6,6,3,8,0,1,7,1,0,19,0,43,9,73,11,3,11,22,50,18,17,0,69,9,6,49,8,48,0,0,32,0,0,0,2,0,2,0,19,9,56,10,8,10,0,21,49,21,0,9,6,0,33
ENSG00000157911,48,35,6,0,0,6,2,15,0,0,0,0,240,28,4,6,0,24,0,5,38,24,1,0,4,10,7,7,6,5,13,0,35,0,3,0,0,0,39,0,1,17,0,0,0,0,0,0,0,0,0,0,24,0,0,19,3,1,73,0,0,0,24,0,11,67,11,35,57,25,6,0,42,18,10,11,40,0,16,37,14,14,23,24,5,0,0,0,0,0,8,0,0,0,0,8,25,2,0,37
ENSG00000284616,35,27,0,0,0,0,0,9,4,0,0,58,42,7,2,13,18,0,1,0,0,7,0,12,26,8,14,11,0,2,0,53,7,35,12,2,0,0,18,15,5,0,10,37,33,0,4,9,23,1,0,2,12,2,4,0,17,2,24,17,39,0,35,0,21,0,23,62,0,3,3,14,0,0,6,0,108,126,11,0,1,0,6,0,0,1,0,20,0,13,35,22,169,0,0,2,16,15,0,32
ENSG00000142611,31,16,0,14,42,39,1,3,0,45,10,31,4,3,6,3,4,46,1,1,0,7,2,0,2,2,4,0,6,8,0,70,40,36,0,0,13,16,40,40,0,4,0,0,21,0,9,8,81,1,0,0,12,13,1,84,0,1,0,23,54,0,6,8,0,0,69,27,16,0,3,9,30,0,0,0,0,0,0,0,0,28,26,0,0,17,4,15,16,18,2,20,59,86,6,0,4,18,6,26
ENSG00000284616,3,6,15,3,15,23,0,0,4,123,2,25,62,0,4,0,0,16,4,0,0,11,6,8,3,8,0,0,2,8,44,102,3,3,0,18,2,27,33,0,0,0,0,3,0,39,0,0,14,3,6,15,6,18,0,0,80,2,10,0,0,0,11,0,28,12,0,54,4,3,7,13,2,0,58,0,137,18,11,22,15,13,0,54,10,0,0,17,12,13,15,24,127,0,45,13,0,6,8,23
ENSG00000228037,22,0,0,11,0,0,2,35,3,45,0,31,28,22,1,5,12,27,4,6,11,0,0,13,37,2,14,31,0,0,52,96,0,0,0,11,10,12,28,6,0,11,7,28,41,43,0,0,56,7,12,97,3,7,0,14,25,4,10,11,51,18,32,13,30,96,44,48,0,0,7,0,1,14,77,10,74,22,5,7,9,0,0,7,7,26,6,58,10,0,5,20,55,4,11,7,17,30,13,31
ENSG00000157911,7,0,151,17,22,44,0,12,3,0,5,22,29,24,0,3,9,33,1,3,32,13,5,23,16,11,0,0,14,3,2,26,24,0,1,10,6,31,21,33,6,15,0,13,0,14,0,7,0,0,3,0,14,0,13,0,47,0,32,0,0,13,10,3,12,67,43,0,0,23,0,0,49,0,39,23,76,15,5,3,11,0,19,48,0,29,5,17,4,0,0,20,0,57,5,22,0,0,0,16
ENSG00000279928,35,0,113,20,15,0,0,4,9,57,2,140,21,2,6,0,6,18,5,3,0,0,8,0,13,0,13,0,0,20,10,4,60,16,6,0,10,11,61,20,0,0,18,13,17,25,0,0,0,0,0,38,30,6,3,0,0,1,15,25,77,4,25,15,9,0,82,81,11,0,0,6,37,0,0,0,24,62,0,0,13,10,13,14,0,2,0,0,0,0,26,14,69,0,1,0,0,7,3,19
ENSG00000228037,2,3,202,16,0,48,0,0,7,82,3,24,126,0,0,1,25,65,3,0,7,22,0,23,6,5,11,10,0,8,0,0,20,15,14,7,1,0,15,0,3,12,12,6,65,0,8,0,0,0,15,0,6,10,0,0,0,0,42,1,0,17,0,14,27,0,35,23,21,0,4,10,44,0,30,8,0,25,13,28,0,0,5,40,0,13,7,4,6,0,8,28,0,64,12,19,89,39,60,11
ENSG00000284616,52,14,0,0,1,17,0,0,0,5,0,119,61,22,9,0,17,35,2,0,0,8,0,16,11,9,0,55,0,0,60,55,0,0,0,1,1,20,42,0,6,18,10,0,43,0,2,0,50,0,0,56,0,0,0,22,0,0,2,1,65,12,0,28,0,0,13,14,11,48,5,22,0,7,39,0,51,0,16,52,0,5,4,30,12,5,0,21,0,16,3,17,118,69,29,0,16,0,0,0
ENSG00000284616,56,42,0,24,51,0,2,0,13,9,0,0,11,7,4,2,1,27,0,0,48,6,5,0,37,7,2,13,5,0,2,28,23,32,13,2,0,32,0,32,16,2,0,0,0,21,7,0,44,0,21,0,33,21,3,44,0,0,57,6,154,0,19,3,39,0,27,45,0,19,1,4,31,0,70,20,0,0,14,13,2,27,0,0,6,11,3,77,4,3,3,48,106,0,33,27,37,22,0,30
ENSG00000142611,0,0,0,18,0,0,2,15,13,75,8,110,99,12,0,0,18,75,2,0,24,12,0,23,27,9,0,0,0,0,0,0,23,35,0,0,0,56,49,0,13,11,0,0,0,4,0,12,0,0,10,5,18,10,0,80,17,0,57,30,52,0,7,5,0,93,0,26,3,25,0,13,45,0,7,9,0,50,9,0,15,21,8,0,18,12,8,0,30,10,16,39,192,61,24,46,0,42,18,8
ENSG00000284616,29,67,0,13,41,52,2,9,0,75,0,30,0,30,0,1,3,61,2,5,0,3,0,0,0,0,0,35,0,5,51,16,19,16,3,0,13,49,11,26,8,0,18,20,0,0,0,1,0,0,27,58,1,0,1,26,0,3,34,4,0,5,15,14,57,11,12,0,11,1,0,0,23,0,16,6,97,0,24,15,4,37,12,0,0,65,5,41,0,0,0,42,97,41,22,40,50,0,1,10
ENSG00000142611,0,8,63,0,46,7,0,21,3,95,0,0,82,0,0,6,11,0,1,4,0,0,7,0,6,1,17,2,6,0,1,112,51,33,0,7,0,10,6,23,1,6,0,22,9,0,0,0,63,0,31,20,45,0,0,51,18,1,47,13,67,14,22,12,0,83,10,0,10,0,7,6,6,6,33,28,86,5,9,0,8,30,0,18,0,0,2,20,28,0,15,3,21,35,22,0,54,8,0,66
ENSG00000157911,27,61,84,4,26,7,0,16,13,8,8,0,26,34,0,0,2,59,1,6,0,15,4,35,19,0,7,12,0,0,8,0,0,0,12,10,2,12,22,27,0,6,0,11,0,0,9,0,54,2,18,40,73,7,4,0,0,3,0,17,29,0,0,5,18,22,30,0,0,19,5,0,28,15,12,0,15,46,28,120,4,0,28,26,0,7,4,17,9,6,1,33,26,55,3,18,14,28,9,10
ENSG00000142611,7,0,0,0,41,0,0,4,2,0,4,91,0,13,0,0,0,45,0,2,98,0,0,0,11,0,0,33,4,13,15,101,7,18,0,6,1,27,22,33,0,25,0,0,99,20,8,6,146,1,36,15,63,3,6,0,3,3,0,12,12,0,46,0,0,23,34,0,0,17,5,16,28,0,1,0,0,85,12,58,0,13,0,10,5,24,0,0,0,9,9,6,88,25,15,64,22,6,7,14
ENSG00000157911,9,0,0,4,0,0,1,4,1,200,5,3,113,0,9,0,6,55,0,0,34,0,6,0,0,0,7,48,0,0,0,81,10,0,0,0,0,0,68,13,0,15,6,8,0,0,0,6,157,3,17,23,65,0,0,47,0,0,19,0,0,0,28,0,7,7,15,0,36,18,0,0,0,0,62,0,23,3,0,20,8,13,28,0,7,33,6,8,22,3,13,0,40,0,0,28,60,11,7,20
ENSG00000279928,0,29,156,0,91,22,1,14,8,0,1,0,146,7,2,7,7,0,1,0,17,10,4,0,50,0,9,9,4,0,12,0,0,45,0,0,0,1,35,14,0,4,22,8,53,7,9,0,46,0,28,18,18,16,0,39,0,0,0,0,2,0,0,14,0,0,0,0,16,0,3,0,50,8,0,9,29,4,9,0,0,0,9,0,0,3,9,11,6,5,11,26,0,13,0,19,0,5,46,28
ENSG00000142611,82,9,0,5,0,8,1,21,15,63,3,65,2,19,0,0,19,39,1,2,42,0,8,26,37,0,7,29,7,0,65,58,0,0,0,0,6,33,23,0,10,0,0,0,0,32,3,1,90,5,22,70,23,15,0,43,42,0,61,12,48,0,3,0,0,4,19,0,5,36,0,11,0,5,0,25,30,42,15,0,10,18,26,27,0,4,0,28,6,17,5,36,0,21,0,13,46,0,2,0
ENSG00000157911,0,0,107,0,0,0,0,0,4,227,3,181,134,25,3,0,0,15,0,2,18,6,0,32,9,11,0,13,2,11,54,49,34,0,0,1,3,34,3,33,9,9,0,0,63,13,0,0,0,0,21,13,20,0,2,0,22,1,0,0,51,12,5,2,11,27,73,25,0,13,0,4,68,3,41,14,48,60,10,30,2,5,0,0,2,0,0,0,0,0,14,37,143,74,0,11,63,1,18,39
ENSG00000157911,0,42,0,12,7,43,2,7,0,69,3,14,8,23,1,3,22,61,3,6,31,6,11,0,2,0,4,0,7,16,22,45,0,32,0,0,0,3,25,47,0,1,0,30,104,0,7,0,0,0,3,0,23,3,0,43,15,2,0,0,76,0,0,8,53,102,21,26,0,0,0,1,14,6,25,35,53,0,9,71,6,41,9,0,0,29,0,9,0,0,17,0,186,69,5,25,0,7,19,0
ENSG00000279928,0,35,77,24,11,25,1,10,0,0,4,35,16,30,2,0,0,3,0,3,76,11,0,2,19,4,0,14,12,2,47,38,0,5,10,0,0,29,34,25,0,12,16,14,0,0,8,10,108,0,4,34,13,1,3,0,50,2,0,0,0,8,51,20,41,35,29,7,50,17,2,10,0,19,51,21,73,0,22,92,8,11,0,0,5,0,0,24,0,1,0,17,29,10,0,0,11,39,6,0
ENSG00000228037,6,0,35,30,27,0,0,0,14,47,10,0,0,35,12,2,27,40,0,2,51,9,0,0,52,4,12,16,5,14,32,0,34,8,6,12,0,0,15,34,7,0,14,0,27,38,18,0,0,1,0,32,9,0,4,52,10,3,38,0,0,5,29,27,17,5,6,101,14,0,3,0,0,0,67,3,56,70,7,77,10,7,17,0,7,16,0,0,6,0,27,9,0,0,0,0,0,0,0,48
ENSG00000228037,22,0,63,0,15,38,0,4,7,0,5,46,5,33,7,6,2,31,1,6,0,0,0,35,4,5,0,0,0,18,63,107,46,0,0,0,14,5,0,0,3,14,14,0,0,4,24,1,21,0,20,19,53,0,0,55,23,1,0,7,22,23,41,7,63,30,10,18,19,0,5,9,10,9,52,6,66,0,0,18,4,35,0,33,0,0,16,0,16,1,21,0,81,0,12,0,90,5,16,15
ENSG00000284616,37,0,0,6,22,0,0,7,0,71,0,0,27,28,0,0,0,50,1,3,9,0,11,34,8,12,9,4,12,5,17,43,26,23,0,0,6,7,6,2,6,8,6,29,0,26,8,0,42,0,0,49,0,0,0,93,0,0,42,11,0,14,0,11,0,0,2,0,22,15,1,23,0,21,25,35,1,38,21,94,0,23,8,8,6,55,0,0,0,20,0,41,0,43,25,15,96,9,13,23
ENSG00000284616,0,0,85,13,0,0,0,14,1,52,8,0,31,47,7,7,0,0,4,3,76,2,4,0,1,0,17,0,0,10,39,0,19,81,12,1,0,0,0,32,6,0,2,0,0,31,6,6,19,8,8,52,0,6,4,80,40,0,20,14,55,11,4,11,63,0,46,0,0,0,7,0,0,0,45,14,23,2,0,0,8,6,0,0,6,0,1,8,3,0,10,0,0,103,4,74,38,23,0,61
ENSG00000284616,17,0,79,0,9,3,0,25,5,0,0,6,65,0,2,0,7,48,6,3,0,13,0,18,12,4,7,38,6,5,0,10,0,26,8,0,0,0,0,36,4,9,4,18,76,37,5,18,61,4,25,12,34,2,4,29,24,1,0,16,67,21,24,0,30,0,38,0,0,70,6,0,27,5,36,19,40,0,2,21,3,18,0,6,0,18,5,91,20,24,21,4,144,0,34,23,0,15,34,28
ENSG00000142611,1,17,51,6,37,3,0,18,12,120,4,0,42,35,0,3,0,14,3,0,13,12,0,6,0,0,8,0,8,9,45,89,17,38,12,0,8,49,42,14,2,0,13,9,0,35,18,4,0,2,16,3,23,10,0,71,0,2,0,10,49,19,0,0,8,0,0,16,0,0,1,6,17,12,15,12,5,0,2,71,22,5,18,0,8,25,0,50,1,2,11,36,0,54,2,43,0,31,35,0
